actor_id,film_id,actor_name
4,355,"JENNIFER DAVIS"
4,379,"JENNIFER DAVIS"
4,398,"JENNIFER DAVIS"
4,463,"JENNIFER DAVIS"
4,490,"JENNIFER DAVIS"
4,616,"JENNIFER DAVIS"
4,635,"JENNIFER DAVIS"
4,691,"JENNIFER DAVIS"
4,712,"JENNIFER DAVIS"
4,714,"JENNIFER DAVIS"
4,721,"JENNIFER DAVIS"
4,798,"JENNIFER DAVIS"
4,832,"JENNIFER DAVIS"
4,858,"JENNIFER DAVIS"
4,909,"JENNIFER DAVIS"
4,924,"JENNIFER DAVIS"
5,19,"JOHNNY LOLLOBRIGIDA"
5,54,"JOHNNY LOLLOBRIGIDA"
5,85,"JOHNNY LOLLOBRIGIDA"
5,146,"JOHNNY LOLLOBRIGIDA"
5,171,"JOHNNY LOLLOBRIGIDA"
5,172,"JOHNNY LOLLOBRIGIDA"
5,202,"JOHNNY LOLLOBRIGIDA"
5,203,"JOHNNY LOLLOBRIGIDA"
5,286,"JOHNNY LOLLOBRIGIDA"
5,288,"JOHNNY LOLLOBRIGIDA"
5,316,"JOHNNY LOLLOBRIGIDA"
5,340,"JOHNNY LOLLOBRIGIDA"
5,369,"JOHNNY LOLLOBRIGIDA"
5,375,"JOHNNY LOLLOBRIGIDA"
5,383,"JOHNNY LOLLOBRIGIDA"
5,392,"JOHNNY LOLLOBRIGIDA"
5,411,"JOHNNY LOLLOBRIGIDA"
5,503,"JOHNNY LOLLOBRIGIDA"
5,535,"JOHNNY LOLLOBRIGIDA"
5,571,"JOHNNY LOLLOBRIGIDA"
5,650,"JOHNNY LOLLOBRIGIDA"
5,665,"JOHNNY LOLLOBRIGIDA"
5,687,"JOHNNY LOLLOBRIGIDA"
5,730,"JOHNNY LOLLOBRIGIDA"
5,732,"JOHNNY LOLLOBRIGIDA"
5,811,"JOHNNY LOLLOBRIGIDA"
5,817,"JOHNNY LOLLOBRIGIDA"
5,841,"JOHNNY LOLLOBRIGIDA"
5,865,"JOHNNY LOLLOBRIGIDA"
6,29,"BETTE NICHOLSON"
6,53,"BETTE NICHOLSON"
6,60,"BETTE NICHOLSON"
6,70,"BETTE NICHOLSON"
6,112,"BETTE NICHOLSON"
6,164,"BETTE NICHOLSON"
6,165,"BETTE NICHOLSON"
6,193,"BETTE NICHOLSON"
6,256,"BETTE NICHOLSON"
6,451,"BETTE NICHOLSON"
6,503,"BETTE NICHOLSON"
6,509,"BETTE NICHOLSON"
6,517,"BETTE NICHOLSON"
6,519,"BETTE NICHOLSON"
6,605,"BETTE NICHOLSON"
6,692,"BETTE NICHOLSON"
6,826,"BETTE NICHOLSON"
6,892,"BETTE NICHOLSON"
6,902,"BETTE NICHOLSON"
6,994,"BETTE NICHOLSON"
7,25,"GRACE MOSTEL"
7,27,"GRACE MOSTEL"
7,35,"GRACE MOSTEL"
7,67,"GRACE MOSTEL"
7,96,"GRACE MOSTEL"
7,170,"GRACE MOSTEL"
7,173,"GRACE MOSTEL"
7,217,"GRACE MOSTEL"
7,218,"GRACE MOSTEL"
7,225,"GRACE MOSTEL"
7,292,"GRACE MOSTEL"
7,351,"GRACE MOSTEL"
7,414,"GRACE MOSTEL"
7,463,"GRACE MOSTEL"
7,554,"GRACE MOSTEL"
7,618,"GRACE MOSTEL"
7,633,"GRACE MOSTEL"
7,637,"GRACE MOSTEL"
7,691,"GRACE MOSTEL"
7,758,"GRACE MOSTEL"
7,766,"GRACE MOSTEL"
7,770,"GRACE MOSTEL"
7,805,"GRACE MOSTEL"
7,806,"GRACE MOSTEL"
7,846,"GRACE MOSTEL"
7,900,"GRACE MOSTEL"
7,901,"GRACE MOSTEL"
7,910,"GRACE MOSTEL"
7,957,"GRACE MOSTEL"
7,959,"GRACE MOSTEL"
8,47,"MATTHEW JOHANSSON"
8,115,"MATTHEW JOHANSSON"
8,158,"MATTHEW JOHANSSON"
8,179,"MATTHEW JOHANSSON"
8,195,"MATTHEW JOHANSSON"
8,205,"MATTHEW JOHANSSON"
8,255,"MATTHEW JOHANSSON"
8,263,"MATTHEW JOHANSSON"
8,321,"MATTHEW JOHANSSON"
8,396,"MATTHEW JOHANSSON"
8,458,"MATTHEW JOHANSSON"
8,523,"MATTHEW JOHANSSON"
8,532,"MATTHEW JOHANSSON"
8,554,"MATTHEW JOHANSSON"
8,752,"MATTHEW JOHANSSON"
8,769,"MATTHEW JOHANSSON"
8,771,"MATTHEW JOHANSSON"
8,859,"MATTHEW JOHANSSON"
8,895,"MATTHEW JOHANSSON"
8,936,"MATTHEW JOHANSSON"
9,30,"JOE SWANK"
9,74,"JOE SWANK"
9,147,"JOE SWANK"
9,148,"JOE SWANK"
9,191,"JOE SWANK"
9,200,"JOE SWANK"
9,204,"JOE SWANK"
9,434,"JOE SWANK"
9,510,"JOE SWANK"
9,514,"JOE SWANK"
9,552,"JOE SWANK"
9,650,"JOE SWANK"
9,671,"JOE SWANK"
9,697,"JOE SWANK"
9,722,"JOE SWANK"
9,752,"JOE SWANK"
9,811,"JOE SWANK"
9,815,"JOE SWANK"
9,865,"JOE SWANK"
9,873,"JOE SWANK"
9,889,"JOE SWANK"
9,903,"JOE SWANK"
9,926,"JOE SWANK"
9,964,"JOE SWANK"
9,974,"JOE SWANK"
10,1,"CHRISTIAN GABLE"
10,9,"CHRISTIAN GABLE"
10,191,"CHRISTIAN GABLE"
10,236,"CHRISTIAN GABLE"
10,251,"CHRISTIAN GABLE"
10,366,"CHRISTIAN GABLE"
10,477,"CHRISTIAN GABLE"
10,480,"CHRISTIAN GABLE"
10,522,"CHRISTIAN GABLE"
10,530,"CHRISTIAN GABLE"
10,587,"CHRISTIAN GABLE"
10,694,"CHRISTIAN GABLE"
10,703,"CHRISTIAN GABLE"
10,716,"CHRISTIAN GABLE"
10,782,"CHRISTIAN GABLE"
10,914,"CHRISTIAN GABLE"
10,929,"CHRISTIAN GABLE"
10,930,"CHRISTIAN GABLE"
10,964,"CHRISTIAN GABLE"
10,966,"CHRISTIAN GABLE"
10,980,"CHRISTIAN GABLE"
10,983,"CHRISTIAN GABLE"
11,118,"ZERO CAGE"
11,205,"ZERO CAGE"
11,281,"ZERO CAGE"
11,283,"ZERO CAGE"
11,348,"ZERO CAGE"
11,364,"ZERO CAGE"
11,395,"ZERO CAGE"
11,429,"ZERO CAGE"
11,433,"ZERO CAGE"
11,453,"ZERO CAGE"
11,485,"ZERO CAGE"
11,532,"ZERO CAGE"
11,567,"ZERO CAGE"
11,587,"ZERO CAGE"
11,597,"ZERO CAGE"
11,636,"ZERO CAGE"
11,709,"ZERO CAGE"
11,850,"ZERO CAGE"
11,854,"ZERO CAGE"
11,888,"ZERO CAGE"
11,896,"ZERO CAGE"
11,928,"ZERO CAGE"
11,938,"ZERO CAGE"
11,969,"ZERO CAGE"
11,988,"ZERO CAGE"
12,16,"KARL BERRY"
12,17,"KARL BERRY"
12,34,"KARL BERRY"
12,37,"KARL BERRY"
12,91,"KARL BERRY"
12,92,"KARL BERRY"
12,107,"KARL BERRY"
12,155,"KARL BERRY"
12,177,"KARL BERRY"
12,208,"KARL BERRY"
12,213,"KARL BERRY"
12,216,"KARL BERRY"
12,243,"KARL BERRY"
12,344,"KARL BERRY"
12,400,"KARL BERRY"
12,416,"KARL BERRY"
12,420,"KARL BERRY"
12,457,"KARL BERRY"
12,513,"KARL BERRY"
12,540,"KARL BERRY"
12,593,"KARL BERRY"
12,631,"KARL BERRY"
12,635,"KARL BERRY"
12,672,"KARL BERRY"
12,716,"KARL BERRY"
12,728,"KARL BERRY"
12,812,"KARL BERRY"
12,838,"KARL BERRY"
12,871,"KARL BERRY"
12,880,"KARL BERRY"
12,945,"KARL BERRY"
13,17,"UMA WOOD"
13,29,"UMA WOOD"
13,45,"UMA WOOD"
13,87,"UMA WOOD"
13,110,"UMA WOOD"
13,144,"UMA WOOD"
13,154,"UMA WOOD"
13,162,"UMA WOOD"
13,203,"UMA WOOD"
13,254,"UMA WOOD"
13,337,"UMA WOOD"
13,346,"UMA WOOD"
13,381,"UMA WOOD"
13,385,"UMA WOOD"
13,427,"UMA WOOD"
13,456,"UMA WOOD"
13,513,"UMA WOOD"
13,515,"UMA WOOD"
13,522,"UMA WOOD"
13,524,"UMA WOOD"
13,528,"UMA WOOD"
13,571,"UMA WOOD"
13,588,"UMA WOOD"
13,597,"UMA WOOD"
13,600,"UMA WOOD"
13,718,"UMA WOOD"
13,729,"UMA WOOD"
13,816,"UMA WOOD"
13,817,"UMA WOOD"
13,832,"UMA WOOD"
13,833,"UMA WOOD"
13,843,"UMA WOOD"
13,897,"UMA WOOD"
13,966,"UMA WOOD"
13,998,"UMA WOOD"
14,154,"VIVIEN BERGEN"
14,187,"VIVIEN BERGEN"
14,232,"VIVIEN BERGEN"
14,241,"VIVIEN BERGEN"
14,253,"VIVIEN BERGEN"
14,255,"VIVIEN BERGEN"
14,258,"VIVIEN BERGEN"
14,284,"VIVIEN BERGEN"
14,292,"VIVIEN BERGEN"
14,370,"VIVIEN BERGEN"
14,415,"VIVIEN BERGEN"
14,417,"VIVIEN BERGEN"
14,418,"VIVIEN BERGEN"
14,454,"VIVIEN BERGEN"
14,472,"VIVIEN BERGEN"
14,475,"VIVIEN BERGEN"
14,495,"VIVIEN BERGEN"
14,536,"VIVIEN BERGEN"
14,537,"VIVIEN BERGEN"
14,612,"VIVIEN BERGEN"
14,688,"VIVIEN BERGEN"
14,759,"VIVIEN BERGEN"
14,764,"VIVIEN BERGEN"
14,847,"VIVIEN BERGEN"
14,856,"VIVIEN BERGEN"
14,890,"VIVIEN BERGEN"
14,908,"VIVIEN BERGEN"
14,919,"VIVIEN BERGEN"
14,948,"VIVIEN BERGEN"
14,970,"VIVIEN BERGEN"
15,31,"CUBA OLIVIER"
15,89,"CUBA OLIVIER"
15,91,"CUBA OLIVIER"
15,108,"CUBA OLIVIER"
15,125,"CUBA OLIVIER"
15,236,"CUBA OLIVIER"
15,275,"CUBA OLIVIER"
15,280,"CUBA OLIVIER"
15,326,"CUBA OLIVIER"
15,342,"CUBA OLIVIER"
15,414,"CUBA OLIVIER"
15,445,"CUBA OLIVIER"
15,500,"CUBA OLIVIER"
15,502,"CUBA OLIVIER"
15,541,"CUBA OLIVIER"
15,553,"CUBA OLIVIER"
15,594,"CUBA OLIVIER"
15,626,"CUBA OLIVIER"
15,635,"CUBA OLIVIER"
15,745,"CUBA OLIVIER"
15,783,"CUBA OLIVIER"
15,795,"CUBA OLIVIER"
15,817,"CUBA OLIVIER"
15,886,"CUBA OLIVIER"
15,924,"CUBA OLIVIER"
15,949,"CUBA OLIVIER"
15,968,"CUBA OLIVIER"
15,985,"CUBA OLIVIER"
16,80,"FRED COSTNER"
16,87,"FRED COSTNER"
16,101,"FRED COSTNER"
16,121,"FRED COSTNER"
16,155,"FRED COSTNER"
16,177,"FRED COSTNER"
16,218,"FRED COSTNER"
16,221,"FRED COSTNER"
16,267,"FRED COSTNER"
16,269,"FRED COSTNER"
16,271,"FRED COSTNER"
16,280,"FRED COSTNER"
16,287,"FRED COSTNER"
16,345,"FRED COSTNER"
16,438,"FRED COSTNER"
16,453,"FRED COSTNER"
16,455,"FRED COSTNER"
16,456,"FRED COSTNER"
16,503,"FRED COSTNER"
16,548,"FRED COSTNER"
16,582,"FRED COSTNER"
16,583,"FRED COSTNER"
16,717,"FRED COSTNER"
16,758,"FRED COSTNER"
16,779,"FRED COSTNER"
16,886,"FRED COSTNER"
16,967,"FRED COSTNER"
17,96,"HELEN VOIGHT"
17,119,"HELEN VOIGHT"
17,124,"HELEN VOIGHT"
17,127,"HELEN VOIGHT"
17,154,"HELEN VOIGHT"
17,199,"HELEN VOIGHT"
17,201,"HELEN VOIGHT"
17,236,"HELEN VOIGHT"
17,280,"HELEN VOIGHT"
17,310,"HELEN VOIGHT"
17,313,"HELEN VOIGHT"
17,378,"HELEN VOIGHT"
17,457,"HELEN VOIGHT"
17,469,"HELEN VOIGHT"
17,478,"HELEN VOIGHT"
17,500,"HELEN VOIGHT"
17,515,"HELEN VOIGHT"
17,521,"HELEN VOIGHT"
17,573,"HELEN VOIGHT"
17,603,"HELEN VOIGHT"
17,606,"HELEN VOIGHT"
17,734,"HELEN VOIGHT"
17,770,"HELEN VOIGHT"
17,794,"HELEN VOIGHT"
17,800,"HELEN VOIGHT"
17,853,"HELEN VOIGHT"
17,873,"HELEN VOIGHT"
17,874,"HELEN VOIGHT"
17,880,"HELEN VOIGHT"
17,948,"HELEN VOIGHT"
17,957,"HELEN VOIGHT"
17,959,"HELEN VOIGHT"
18,44,"DAN TORN"
18,84,"DAN TORN"
18,144,"DAN TORN"
18,172,"DAN TORN"
18,268,"DAN TORN"
18,279,"DAN TORN"
18,280,"DAN TORN"
18,321,"DAN TORN"
18,386,"DAN TORN"
18,460,"DAN TORN"
18,462,"DAN TORN"
18,484,"DAN TORN"
18,536,"DAN TORN"
18,561,"DAN TORN"
18,612,"DAN TORN"
18,717,"DAN TORN"
18,808,"DAN TORN"
18,842,"DAN TORN"
18,863,"DAN TORN"
18,883,"DAN TORN"
18,917,"DAN TORN"
18,944,"DAN TORN"
19,2,"BOB FAWCETT"
19,3,"BOB FAWCETT"
19,144,"BOB FAWCETT"
19,152,"BOB FAWCETT"
19,182,"BOB FAWCETT"
19,208,"BOB FAWCETT"
19,212,"BOB FAWCETT"
19,217,"BOB FAWCETT"
19,266,"BOB FAWCETT"
19,404,"BOB FAWCETT"
19,428,"BOB FAWCETT"
19,473,"BOB FAWCETT"
19,490,"BOB FAWCETT"
19,510,"BOB FAWCETT"
19,513,"BOB FAWCETT"
19,644,"BOB FAWCETT"
19,670,"BOB FAWCETT"
19,673,"BOB FAWCETT"
19,711,"BOB FAWCETT"
19,750,"BOB FAWCETT"
19,752,"BOB FAWCETT"
19,756,"BOB FAWCETT"
19,771,"BOB FAWCETT"
19,785,"BOB FAWCETT"
19,877,"BOB FAWCETT"
20,1,"LUCILLE TRACY"
20,54,"LUCILLE TRACY"
20,63,"LUCILLE TRACY"
20,140,"LUCILLE TRACY"
20,146,"LUCILLE TRACY"
20,165,"LUCILLE TRACY"
20,231,"LUCILLE TRACY"
20,243,"LUCILLE TRACY"
20,269,"LUCILLE TRACY"
20,274,"LUCILLE TRACY"
20,348,"LUCILLE TRACY"
20,366,"LUCILLE TRACY"
20,445,"LUCILLE TRACY"
20,478,"LUCILLE TRACY"
20,492,"LUCILLE TRACY"
20,499,"LUCILLE TRACY"
20,527,"LUCILLE TRACY"
20,531,"LUCILLE TRACY"
20,538,"LUCILLE TRACY"
20,589,"LUCILLE TRACY"
20,643,"LUCILLE TRACY"
20,652,"LUCILLE TRACY"
20,663,"LUCILLE TRACY"
20,714,"LUCILLE TRACY"
20,717,"LUCILLE TRACY"
20,757,"LUCILLE TRACY"
20,784,"LUCILLE TRACY"
20,863,"LUCILLE TRACY"
20,962,"LUCILLE TRACY"
20,977,"LUCILLE TRACY"
21,6,"KIRSTEN PALTROW"
21,87,"KIRSTEN PALTROW"
21,88,"KIRSTEN PALTROW"
21,142,"KIRSTEN PALTROW"
21,159,"KIRSTEN PALTROW"
21,179,"KIRSTEN PALTROW"
21,253,"KIRSTEN PALTROW"
21,281,"KIRSTEN PALTROW"
21,321,"KIRSTEN PALTROW"
21,398,"KIRSTEN PALTROW"
21,426,"KIRSTEN PALTROW"
21,429,"KIRSTEN PALTROW"
21,497,"KIRSTEN PALTROW"
21,507,"KIRSTEN PALTROW"
21,530,"KIRSTEN PALTROW"
21,680,"KIRSTEN PALTROW"
21,686,"KIRSTEN PALTROW"
21,700,"KIRSTEN PALTROW"
21,702,"KIRSTEN PALTROW"
21,733,"KIRSTEN PALTROW"
21,734,"KIRSTEN PALTROW"
21,798,"KIRSTEN PALTROW"
21,804,"KIRSTEN PALTROW"
21,887,"KIRSTEN PALTROW"
21,893,"KIRSTEN PALTROW"
21,920,"KIRSTEN PALTROW"
21,983,"KIRSTEN PALTROW"
22,9,"ELVIS MARX"
22,23,"ELVIS MARX"
22,56,"ELVIS MARX"
22,89,"ELVIS MARX"
22,111,"ELVIS MARX"
22,146,"ELVIS MARX"
22,291,"ELVIS MARX"
22,294,"ELVIS MARX"
22,349,"ELVIS MARX"
22,369,"ELVIS MARX"
22,418,"ELVIS MARX"
22,430,"ELVIS MARX"
22,483,"ELVIS MARX"
22,491,"ELVIS MARX"
22,495,"ELVIS MARX"
22,536,"ELVIS MARX"
22,600,"ELVIS MARX"
22,634,"ELVIS MARX"
22,648,"ELVIS MARX"
22,688,"ELVIS MARX"
22,731,"ELVIS MARX"
22,742,"ELVIS MARX"
22,775,"ELVIS MARX"
22,802,"ELVIS MARX"
22,912,"ELVIS MARX"
22,964,"ELVIS MARX"
23,6,"SANDRA KILMER"
23,42,"SANDRA KILMER"
23,78,"SANDRA KILMER"
23,105,"SANDRA KILMER"
23,116,"SANDRA KILMER"
23,117,"SANDRA KILMER"
23,125,"SANDRA KILMER"
23,212,"SANDRA KILMER"
23,226,"SANDRA KILMER"
23,235,"SANDRA KILMER"
23,254,"SANDRA KILMER"
23,367,"SANDRA KILMER"
23,370,"SANDRA KILMER"
23,414,"SANDRA KILMER"
23,419,"SANDRA KILMER"
23,435,"SANDRA KILMER"
23,449,"SANDRA KILMER"
23,491,"SANDRA KILMER"
23,536,"SANDRA KILMER"
23,549,"SANDRA KILMER"
23,636,"SANDRA KILMER"
23,649,"SANDRA KILMER"
23,673,"SANDRA KILMER"
23,691,"SANDRA KILMER"
23,766,"SANDRA KILMER"
23,782,"SANDRA KILMER"
23,804,"SANDRA KILMER"
23,820,"SANDRA KILMER"
23,826,"SANDRA KILMER"
23,833,"SANDRA KILMER"
23,842,"SANDRA KILMER"
23,853,"SANDRA KILMER"
23,855,"SANDRA KILMER"
23,856,"SANDRA KILMER"
23,935,"SANDRA KILMER"
23,981,"SANDRA KILMER"
23,997,"SANDRA KILMER"
24,3,"CAMERON STREEP"
24,83,"CAMERON STREEP"
24,112,"CAMERON STREEP"
24,126,"CAMERON STREEP"
24,148,"CAMERON STREEP"
24,164,"CAMERON STREEP"
24,178,"CAMERON STREEP"
24,194,"CAMERON STREEP"
24,199,"CAMERON STREEP"
24,242,"CAMERON STREEP"
24,256,"CAMERON STREEP"
24,277,"CAMERON STREEP"
24,335,"CAMERON STREEP"
24,405,"CAMERON STREEP"
24,463,"CAMERON STREEP"
24,515,"CAMERON STREEP"
24,585,"CAMERON STREEP"
24,603,"CAMERON STREEP"
24,653,"CAMERON STREEP"
24,704,"CAMERON STREEP"
24,781,"CAMERON STREEP"
24,829,"CAMERON STREEP"
24,832,"CAMERON STREEP"
24,969,"CAMERON STREEP"
25,21,"KEVIN BLOOM"
25,86,"KEVIN BLOOM"
25,153,"KEVIN BLOOM"
25,179,"KEVIN BLOOM"
25,204,"KEVIN BLOOM"
25,213,"KEVIN BLOOM"
25,226,"KEVIN BLOOM"
25,245,"KEVIN BLOOM"
25,311,"KEVIN BLOOM"
25,404,"KEVIN BLOOM"
25,411,"KEVIN BLOOM"
25,420,"KEVIN BLOOM"
25,538,"KEVIN BLOOM"
25,564,"KEVIN BLOOM"
25,583,"KEVIN BLOOM"
25,606,"KEVIN BLOOM"
25,688,"KEVIN BLOOM"
25,697,"KEVIN BLOOM"
25,755,"KEVIN BLOOM"
25,871,"KEVIN BLOOM"
25,914,"KEVIN BLOOM"
26,9,"RIP CRAWFORD"
26,21,"RIP CRAWFORD"
26,34,"RIP CRAWFORD"
26,90,"RIP CRAWFORD"
26,93,"RIP CRAWFORD"
26,103,"RIP CRAWFORD"
26,147,"RIP CRAWFORD"
26,186,"RIP CRAWFORD"
26,201,"RIP CRAWFORD"
26,225,"RIP CRAWFORD"
26,241,"RIP CRAWFORD"
26,327,"RIP CRAWFORD"
26,329,"RIP CRAWFORD"
26,340,"RIP CRAWFORD"
26,345,"RIP CRAWFORD"
26,390,"RIP CRAWFORD"
26,392,"RIP CRAWFORD"
26,529,"RIP CRAWFORD"
26,544,"RIP CRAWFORD"
26,564,"RIP CRAWFORD"
26,635,"RIP CRAWFORD"
26,644,"RIP CRAWFORD"
26,682,"RIP CRAWFORD"
26,688,"RIP CRAWFORD"
26,715,"RIP CRAWFORD"
26,732,"RIP CRAWFORD"
26,758,"RIP CRAWFORD"
26,764,"RIP CRAWFORD"
26,795,"RIP CRAWFORD"
26,821,"RIP CRAWFORD"
26,885,"RIP CRAWFORD"
26,904,"RIP CRAWFORD"
26,906,"RIP CRAWFORD"
27,19,"JULIA MCQUEEN"
27,34,"JULIA MCQUEEN"
27,85,"JULIA MCQUEEN"
27,150,"JULIA MCQUEEN"
27,172,"JULIA MCQUEEN"
27,273,"JULIA MCQUEEN"
27,334,"JULIA MCQUEEN"
27,347,"JULIA MCQUEEN"
27,359,"JULIA MCQUEEN"
27,398,"JULIA MCQUEEN"
27,415,"JULIA MCQUEEN"
27,462,"JULIA MCQUEEN"
27,477,"JULIA MCQUEEN"
27,500,"JULIA MCQUEEN"
27,503,"JULIA MCQUEEN"
27,540,"JULIA MCQUEEN"
27,586,"JULIA MCQUEEN"
27,593,"JULIA MCQUEEN"
27,637,"JULIA MCQUEEN"
27,679,"JULIA MCQUEEN"
27,682,"JULIA MCQUEEN"
27,695,"JULIA MCQUEEN"
27,771,"JULIA MCQUEEN"
27,805,"JULIA MCQUEEN"
27,830,"JULIA MCQUEEN"
27,854,"JULIA MCQUEEN"
27,873,"JULIA MCQUEEN"
27,880,"JULIA MCQUEEN"
27,889,"JULIA MCQUEEN"
27,904,"JULIA MCQUEEN"
27,967,"JULIA MCQUEEN"
27,986,"JULIA MCQUEEN"
27,996,"JULIA MCQUEEN"
28,14,"WOODY HOFFMAN"
28,43,"WOODY HOFFMAN"
28,58,"WOODY HOFFMAN"
28,74,"WOODY HOFFMAN"
28,96,"WOODY HOFFMAN"
28,107,"WOODY HOFFMAN"
28,259,"WOODY HOFFMAN"
28,263,"WOODY HOFFMAN"
28,287,"WOODY HOFFMAN"
28,358,"WOODY HOFFMAN"
28,502,"WOODY HOFFMAN"
28,508,"WOODY HOFFMAN"
28,532,"WOODY HOFFMAN"
28,551,"WOODY HOFFMAN"
28,574,"WOODY HOFFMAN"
28,597,"WOODY HOFFMAN"
28,619,"WOODY HOFFMAN"
28,625,"WOODY HOFFMAN"
28,652,"WOODY HOFFMAN"
28,679,"WOODY HOFFMAN"
28,743,"WOODY HOFFMAN"
28,790,"WOODY HOFFMAN"
28,793,"WOODY HOFFMAN"
28,816,"WOODY HOFFMAN"
28,827,"WOODY HOFFMAN"
28,835,"WOODY HOFFMAN"
28,879,"WOODY HOFFMAN"
28,908,"WOODY HOFFMAN"
28,953,"WOODY HOFFMAN"
28,973,"WOODY HOFFMAN"
28,994,"WOODY HOFFMAN"
29,10,"ALEC WAYNE"
29,79,"ALEC WAYNE"
29,105,"ALEC WAYNE"
29,110,"ALEC WAYNE"
29,131,"ALEC WAYNE"
29,133,"ALEC WAYNE"
29,172,"ALEC WAYNE"
29,226,"ALEC WAYNE"
29,273,"ALEC WAYNE"
29,282,"ALEC WAYNE"
29,296,"ALEC WAYNE"
29,311,"ALEC WAYNE"
29,335,"ALEC WAYNE"
29,342,"ALEC WAYNE"
29,436,"ALEC WAYNE"
29,444,"ALEC WAYNE"
29,449,"ALEC WAYNE"
29,462,"ALEC WAYNE"
29,482,"ALEC WAYNE"
29,488,"ALEC WAYNE"
29,519,"ALEC WAYNE"
29,547,"ALEC WAYNE"
29,590,"ALEC WAYNE"
29,646,"ALEC WAYNE"
29,723,"ALEC WAYNE"
29,812,"ALEC WAYNE"
29,862,"ALEC WAYNE"
29,928,"ALEC WAYNE"
29,944,"ALEC WAYNE"
30,1,"SANDRA PECK"
30,53,"SANDRA PECK"
30,64,"SANDRA PECK"
30,69,"SANDRA PECK"
30,77,"SANDRA PECK"
30,87,"SANDRA PECK"
30,260,"SANDRA PECK"
30,262,"SANDRA PECK"
30,286,"SANDRA PECK"
30,292,"SANDRA PECK"
30,301,"SANDRA PECK"
30,318,"SANDRA PECK"
30,321,"SANDRA PECK"
30,357,"SANDRA PECK"
30,565,"SANDRA PECK"
30,732,"SANDRA PECK"
30,797,"SANDRA PECK"
30,838,"SANDRA PECK"
30,945,"SANDRA PECK"
31,88,"SISSY SOBIESKI"
31,146,"SISSY SOBIESKI"
31,163,"SISSY SOBIESKI"
31,164,"SISSY SOBIESKI"
31,188,"SISSY SOBIESKI"
31,299,"SISSY SOBIESKI"
31,308,"SISSY SOBIESKI"
31,368,"SISSY SOBIESKI"
31,380,"SISSY SOBIESKI"
31,431,"SISSY SOBIESKI"
31,585,"SISSY SOBIESKI"
31,637,"SISSY SOBIESKI"
31,700,"SISSY SOBIESKI"
31,739,"SISSY SOBIESKI"
31,793,"SISSY SOBIESKI"
31,802,"SISSY SOBIESKI"
31,880,"SISSY SOBIESKI"
31,978,"SISSY SOBIESKI"
32,65,"TIM HACKMAN"
32,84,"TIM HACKMAN"
32,103,"TIM HACKMAN"
32,112,"TIM HACKMAN"
32,136,"TIM HACKMAN"
32,197,"TIM HACKMAN"
32,199,"TIM HACKMAN"
32,219,"TIM HACKMAN"
32,309,"TIM HACKMAN"
32,312,"TIM HACKMAN"
32,401,"TIM HACKMAN"
32,427,"TIM HACKMAN"
32,431,"TIM HACKMAN"
32,523,"TIM HACKMAN"
32,567,"TIM HACKMAN"
32,585,"TIM HACKMAN"
32,606,"TIM HACKMAN"
